REG_NUMBER	COMPANY_NAME	SURNAME1	SURNAME2	CODE	SHORT_ES	LONG_ES	LONG_EN	TRADE_NAME	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	PHONE	URL	COORDINATE_X	COORDINATE_Y	PRECISION	EMPLOYEES	ACTIVITY_CODE	ACTIVITY_DESCRIPTION	ACTIVITY_CODE_2	ACTIVITY_DESCRIPTION_2	ACTIVITY_CODE_3	ACTIVITY_DESCRIPTION_3	CORPORATE_PURPOSE	COD_CONFIRMED_STATUS	CONFIRMED_STATUS	CONFIRMED_STATUS_DATE	COD_TRADING_STATUS	TRADING_STATUS	TRADING_STATUS_DATE	COD_INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDINGS	INSOLVENCY_PROCEEDING_DATE	INDIV_LATEST_FILED_ACCOUNTS	INDIV_LATEST_FILED_ACCOUNTS_YEAR	ACTIVITY_START_DATE	PARENT_COMPANY_REG_NUMBER	PARENT_COMPANY_NAME	PARENT_COMPANY_LEGAL_FORM	INDIC_INDIVID_BALANC_SHEET_AUDIT	INDIVIDUAL_BALANCE_SHEET_AUDITOR	OP_INDIVID_BALANC_SHEET_AUDIT
B38658514	BASPACO TENERIFE			32	SL	Sociedad Limitada	Limited Company		PASEO	CALA	7		38390	SANTA URSULA	SANTA CRUZ DE TENERIFE			-16.493357500	28.424536000	1		5611	Restaurants	5630	Beverage services			La Adquisicion Y Enajenacion Por Cualquier Titulo Valido En Derecho. La Tenencia. Gestion, Administracion Y Explotacion, De Toda Clase De Bienes Inmuebles. - Explotacion Comercialmente, Bien Directamente O Coso Concesionarios, Representantes O Agentes De Servicios De Hosteleria, Restaurantes, Cafeterias,bares Y Similares.										2023	07OCT2024	14-11-2001						
B38662946	PEDRO DUQUE CANARIAS INMOBILIARIA			32	SL	Sociedad Limitada	Limited Company		PAGO	PA	S/N	POLIG INDUSTRIAL VALLE DE GUIMAR MANZANA 12,	38550	ARAFO	SANTA CRUZ DE TENERIFE	922670006					2	6820	Renting of real estate for own account	6831	Brokerage services for real estate activities			Articulo 2.- Objeto Social. 1. Constituye La Actividad Principal De La Sociedad El Arrendamiento Y Gestion De Bienes Inmobiliarios Por Cuenta Propia. Cnae: 68.20 Alquiler De Bienes Inmobiliarios Por Cuenta Propia. 2. Asimismo Y Sin Perjuicio De Lo Dispuesto En El Apartado Anterior Estan Comprendidas.	02	We have confirmed that this firm is active, but it has not provided us with information.	26MAY2011							2024	04AUG2025	04-01-2002						
B38663134	CONSTRUCCIONES PEPE DE LA ROSA GUTIERREZ			32	SL	Sociedad Limitada	Limited Company		CALLE	CNO ROSA MORA	8	BUZANADA	38640	ARONA	SANTA CRUZ DE TENERIFE	922720230	http://www.pepedelarosa.com	-16.666112300	28.058889500	1	1	4399	Other specialized construction activities n.e.c.	1623	Manufacture of other structures of wood and joinery, except those for industrialized construction	4102	Construction of non-residential buildings	La Construccion En General. Demoliciones Y Dernbos E General. X) La Actividad De Recogida Y Transporte De Residuos No Peligrosos Tales Como Tejidos De Animales, Mezclas De Materiales De Construccion, Residuos Obtenidos En Tratamientos De Aguas Residuales, Residuos Biodegradables, Lodos De Fosas Septicas Y Residuos En Limpieza De Alcantarillas. Y) Los Servicios De Limpieza En General. .	04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	23OCT2023							2024	21AUG2025	10-01-2002						
B38667598	EAGD GONZALEZ DORTA			32	SL	Sociedad Limitada	Limited Company		CALLE	DOCTOR FLEMING	7	3	38006	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	922225856		-16.261434700	28.471288600	4		7111	Architectural technical services					Realizacion De Proyectos Tecnicos De Obra Arquitectonica O De Ingenieria; La Compra, Venta, Explotacion De Bienes Muebles E Inmuebles; La Urbanizacion De Terrenos; La Construccion, Actividades Turisticas. El Objeto Social Es 1) La Mediacion En La Realizacion De Todo Tipo De Proyectos Tecnicos De Obra Arquitectonica O De Ingenieria. Igualmente La Intermediacion, Que Sirve De Canalizacion O Comunicacion Entre El Cliente, Con Quien Se Mantenga La Titularidad De La Relacion Juridica Y El Profesional Per.										2024	14AUG2025	06-02-2002						
B38668497	RANI TANDOORI			32	SL	Sociedad Limitada	Limited Company		URB	JARDINES DE FAÑABE	S/N	EDF AULAGA	38670	ADEJE	SANTA CRUZ DE TENERIFE	670811254		-16.731508600	28.117800000	22		5611	Restaurants					La Gestion Y Promocion Inmobiliaria. La Construccion, En El Mas Amplio Sentido De La Actividad. El Desarrollo Y Realizacion De Todas Las Actividades De Tipo Turistico.										2024	22AUG2025	19-02-2002						
B38670261	CONSORCIO DE RESTAURACION DE TENERIFE			32	SL	Sociedad Limitada	Limited Company		CALLE	GENERAL SANJURJO	55	PISO 1 E PTA B	38006	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	922259234		-16.302860000	28.440870000	12		5630	Beverage services					A) El Comercio Al Mayor Y Menor, Importacion Y Exportacion Y Representacion De Toda Clase De Mercancias, Incluidas La Siguientes: Productos Alimenticios, Bebidas Y Tabaco, Cereales, Plantas.	02	We have confirmed that this firm is active, but it has not provided us with information.	15NOV2006							2024	28JUL2025	22-02-2002						
B38672960	PAE GOMERA			32	SL	Sociedad Limitada	Limited Company	RENT A CAR PAE	CTRA	CARRETARA CAMINO AL CLAVO	S/N	LA FRESCURA	38800	SAN SEBASTIAN DE LA GOMERA	SANTA CRUZ DE TENERIFE	922870364		-17.124431458	28.077507315	22		7711	Rental of automobiles and light motor vehicles	4781	Retail trade of motor vehicles	2910	Manufacture of motor vehicles	Alquiler De Vehiculos Nuevos Y Usados, Compraventa De Material De Libreria, Papeleria Y Bazar, Construccion Y Promocion De Inmuebles; Alquiler De Viviendas.	04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	08AUG2012							2024	18AUG2025	05-03-2002						
B38675542	TECNOVA DENTAL			32	SL	Sociedad Limitada	Limited Company		CALLE	SAN FRANCISCO	121	LO EXT	38001	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	822012111		-16.247980000	28.473231800	1		3250	Manufacture of medical and dental instruments and supplies	8623	Dental activities			Fabricacion Y Comercializacion De Protesis Dentales.	02	We have confirmed that this firm is active, but it has not provided us with information.	15NOV2006							2024	04AUG2025	19-03-2002						
B38688503	JOSAJEROC			32	SL	Sociedad Limitada	Limited Company		CALLE	ALCALDE JOSE EMILIO GARCIA GOMEZ EDIFICIO BA	S/N		38005	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE			-16.255704764	28.452306536	21		6820	Renting of real estate for own account					La Promocion. Ordenacion, Urbanizacion Y Parcelacion De Terrenos Propios O Ajenosmediante La Realizacib De Las Actuaciones Urbanisticas Opotunas, Asi Como De Las Obras, Construcciones, Instalaciones, Servicios. La Compra, Venta, Adquisicion O Enajenacion, Por Cualquier Titulo De Fincas Artisticas O.										2023	28AUG2025	11-07-2002						
B38691226	SUFOCAN ARCHIPIELAGO			32	SL	Sociedad Limitada	Limited Company	SUFOCAN	CALLE	MERCED	20	1º B	33201	GIJON	ASTURIAS	922232400	http://www.sufocan.com					4684	Wholesale trade of hardware, plumbing and heating supplies and equipment	4754	Retail trade of household appliances	4641	Wholesale trade of textiles	Comercio En General De Matedales De Ferreteria Y Cerrajeria, Maquinaria. Material Industrial. Motores. Herramientas. Accesorios De Todas Clases. Industriales Y Cualquiera Otros Semejantes. El Comercio En General De Materiales De Ferreteria Y Cerrajeria, Fontaneria, Construccion, Pinturas Y Revestimientos, Maquinaria, Material Industrial, Motores, Herramientas Y Utillajes, Accesorios De Todas Clases, Industriales Y De Toda Indole. El Arrendamiento De Utillaje Y Maquinaria Industrial, A.	01	We have confirmed that this firm is active.	04MAR2018							2016	03SEP2018	23-07-2002						
B38692497	LAPONIA CORPORACION Y REYES			32	SL	Sociedad Limitada	Limited Company		CALLE	PIEDRA REDONDA	33	EDIFICIO CASABLANCA, LOCAL	38670	ADEJE	SANTA CRUZ DE TENERIFE	922711601		-16.730206900	28.121665600	1		7320	Market research and public opinion surveys					Prestacion De Todo Tipo De Servicios Relativas A La Propiedad Inmobiliaria A La Propiedad Industrial. Tales Como La Intermediacion En La Compra. Venta. Adquisicion. Enajenacion. Arrendamiento Y Explotacion Por Cualquier Titulo. De Todo Tipo De Bienes Muebles E Inmuebles O Partes De Inmuebles, Tales.	02	We have confirmed that this firm is active, but it has not provided us with information.	15NOV2006							2024	04AUG2025	08-08-2002						
B38698874	ELIACARAC E HIJOS			32	SL	Sociedad Limitada	Limited Company		RBLA	DEL GENERAL FRANCO	16		38004	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE			-16.273460700	28.454522900	1		6812	Real estate development					Construccion En El Mas Amplio Sentido De La Actividad. Tanto En Fincas Propias De La Compañia. Como La Adquisicion De Obras Por Otras Personas O Entidades, Mediante Administracion. Cesion De Unidades De Obra, Subcontrato O Cualquier Otra Figura Juridica. La Promocion Ordenacion, Urbanizacion, Par.										2024	11AUG2025	27-09-2002						
B38704441	JOCKER OCIO			32	SL	Sociedad Limitada	Limited Company		AVDA	VENEZUELA	39	1	38008	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	922268259		-16.271618400	28.468885500	1		9200	Gambling and betting activities					Explotacion De Maquinas Recreativas Y Expendedoras. Ampliar El Objeto Social A Las Actividades De La Compra-Venta, Gestion Y Explotacion De Locales De Ocio. La Promocion, Construccion, Compra, Venta Y Explotacion De Establecimientos Hoteleros Y De Restauracion, Y Cualquier Negocio Relacionado Con Hoteles, Restaurantes, Cafeterias, Salas Recreativas Y.										2024	30JUL2025	29-10-2002						
B38711107	JARDINITOS LOS SILOS			32	SL	Sociedad Limitada	Limited Company		CALLE	LA ESTRELLA	21		38470	SILOS (LOS)	SANTA CRUZ DE TENERIFE	922840490		-16.818782350	28.366062600	4		4776	Retail trade of flowers, plants, fertilizers, pet food and pet supplies	4622	Wholesale trade of flowers and plants	4685	Wholesale trade of chemical products	El Comercio Al Mayor Y Al Menor De Floes Y Plantas, Abonos, Productos Quimicos, Herramientas; Y Toda Clase De Articulos Relacionados Con La Jardineria.	01	We have confirmed that this firm is active.	11APR2019							2024	14AUG2025	08-01-2003						
B38728309	DEGULDE			32	SL	Sociedad Limitada	Limited Company		CALLE	JOSE BETHENCOURT Y CASTRO EDF DRAGO	2	LO	38300	OROTAVA (LA)	SANTA CRUZ DE TENERIFE	922325274		-16.527274500	28.393112950	7		6831	Brokerage services for real estate activities	6832	Other real estate activities on behalf of third parties	6831	Brokerage services for real estate activities	Explotacion De Cualquier Tipo De Vehiculo A Motor, Tanto Propios Como Ajenos, Con Fines Publicitarios. La Prestacion De Servicios Relativos A La Propiedad Inmobiliaria Y A La Propiedad Industrial.	02	We have confirmed that this firm is active, but it has not provided us with information.	15NOV2006							2023	26JUL2024	15-05-2003						
B38729539	J MORA SERRANO 2003			32	SL	Sociedad Limitada	Limited Company		CALLE	VILLALBA HERVAS	15	2 IZQD	38002	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	922246923		-16.249740200	28.467704300	1		7111	Architectural technical services					A) La Realizacion Y Desarrollo De Actividades Propias De Una Empresa De Servicios Tecnicos Vinculados A La Ejecucion De Estudios, Proyectos, Informes, Dictamenes, Valoraciones, Analisis, Planes Y Demas Prestaciones Profesionales Correspondientes A La Actividad Arquitectonica, Urbanistica Y Medioambi.	02	We have confirmed that this firm is active, but it has not provided us with information.	15NOV2006							2024	11AUG2025	19-05-2003						
B38732194	CONST Y EXCAVACIONES ESTEBAN GONZALEZ			32	SL	Sociedad Limitada	Limited Company	C Y E GONZALEZ	CALLE	BAJAMAR	17		38595	GRANADILLA DE ABONA	SANTA CRUZ DE TENERIFE	922167468		-16.582659400	28.102316300	1		4101	Construction of residential buildings	4101	Construction of residential buildings	4399	Other specialized construction activities n.e.c.	La Compra, Venta, Adquisicion, Enajenacion, Arrendamiento Y Explotacion, Por Cualquier Titulo De Derechos De Cualquier Naturaleza, Y Valores De Todas Clases, Asi Como De Bienes Muebles.	01	We have confirmed that this firm is active.	26JAN2017							2024	24JUL2025	20-06-2003						
B38739199	CONSTRUCCIONES DOMINGO TRUJILLO			32	SL	Sociedad Limitada	Limited Company		CALLE	CECILIO MARRERO	10		38355	TACORONTE	SANTA CRUZ DE TENERIFE	922584697		-16.403509500	28.466385300	1		4212	Construction of surface and subway railroad tracks					La Compra, Venta, Arrendamiento Y Explotacion De Bienes Inmuebles; La Promocion, Construccion, Reparacion Y Restauracion De Edificios De Todas Clases, Por Cuenta Propia O Ajena; La Urbanizacion Y Parecelacion De Terrenos; La Compra, Venta, Exportacion E Importacion De Materiales De Construccion.	02	We have confirmed that this firm is active, but it has not provided us with information.	25MAY2009							2024	21AUG2025	22-08-2003						
B38745469	AGAVE MARAVILLA			32	SL	Sociedad Limitada	Limited Company		CALLE	SAN CRISPIN	4		03600	ELDA	ALICANTE	686412747		-0.791920300	38.475302100	1	2	6820	Renting of real estate for own account					La Urbanizacion, Parcelacion O Roturacion De Fincas, La Construccion Y Ejecucion De Obras De Caracter Publico O Privado; Compra, Venta, Gestion, Reparacion.										2024	29JUL2025	08-10-2003						
B38746707	J G MULTISERVICIOS Y CONTROL			32	SL	Sociedad Limitada	Limited Company		URB	SAN EUGENIO CCOM PUEBLO CANARIO	S/N		38670	ADEJE	SANTA CRUZ DE TENERIFE	922787069		-16.735085100	28.078301600	7		9699	Other personal services n.e.c.					Servicios De Control De Accesos A Propiedades Privadas, Custodias Y Recaderia, A Si Como De Porterias, Conserjerias Y Bedeles Y Personal De Mantenimiento.	04	It has not been possible to locate this firm with the contact details we have, and we have no information indicating that it is operating elsewhere.	04FEB2010							2011	06SEP2012	24-10-2003						
B38748174	CONSTRUCCIONES ROMAN QUINTERO			32	SL	Sociedad Limitada	Limited Company		CALLE	SIXTO GONZALEZ MARTIN	15	BARRIO DE SAN JOSE	38428	SAN JUAN DE LA RAMBLA	SANTA CRUZ DE TENERIFE	922360247		-16.644483500	28.377942100	2		4335	Other building finishes	4101	Construction of residential buildings	4101	Construction of residential buildings	Construccion, Adquisicion, E Xplotacion, Arrendamiento De Toda Clase De Inmueblesincluidos Edificios Ya Se Destinen A Actividades Industriales, Comerciales, Agricolas O Viviendas Y Esten O No Acogidas A Proteccion Oficial.	01	We have confirmed that this firm is active.	04MAR2014							2024	04AUG2025	30-10-2003						
B38751707	CONSTRUCCIONES FERJAI			32	SL	Sociedad Limitada	Limited Company		CALLE	VISTA ALEGRE	S/N	ED LOS CERCADOS 6	38380	VICTORIA DE ACENTEJO (LA)	SANTA CRUZ DE TENERIFE	922581418		-16.466861200	28.435118900	4		4399	Other specialized construction activities n.e.c.					Compra, Venta, Adquisicion, Enajenacion, Arrendamiento, E Xplotacion Y Administracion, Intermediacion Ycomision, Alquiler, Por Cualquier Titulo, De Todo Tipo De Bienes Muebles E Inmuebles Tales Como Fincas Rusticas O Urbanas.										2012	19AUG2013	25-11-2003						
B38755344	GRUPO DENTAZUL			32	SL	Sociedad Limitada	Limited Company		AVDA	REYES CATOLICOS	35	BAJO - EDIFICIO MARIA CRIST	38005	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	922232459	http://www.grupoentazul.com	-16.263748300	28.460022500	4		3250	Manufacture of medical and dental instruments and supplies	8532	Secondary vocational education	5611	Restaurants	Compraventa Al Mayor Y Menor, Transformacion, Comercializacion, Importacion, Exportacion De Toda Clase De Mercaderias, M Obiliario, Menaje De Hosteleria, Muebles De Jardin Y Playa, Juguetes, Articulos De Decoracion, Interior Y Exterior.	02	We have confirmed that this firm is active, but it has not provided us with information.	29AUG2018							2024	11AUG2025	18-12-2003						
B38757514	GESTIONA ALVAREZ DIAZ			43	SLP	Sociedad Limitada Profesional	Professional Limited Company		PASEO	FLORENTIN	2	3 17	38180	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	657822251		-16.227038300	28.497547900	1		6920	Accounting, bookkeeping, auditing and tax consultancy activities					El Asesoramiento Y Gestion Mediante El Encargo Previo Realizado Por Personas Fisicas O Juridicas, Con La Representacion Que Estos Le Deleguen Mediante Encargo De Trabajos O Mandato, Ostentandola Ante Toda Clase De Organismosy Funcionarios Publicos O Privados.										2024	11AUG2025	23-01-2004						
B38759817	J RAIMINGUEZ			32	SL	Sociedad Limitada	Limited Company		CTRA	GENERAL SUR	S/N	KM 7 13 BARRANCO GRANDE ED	38107	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE			-16.266496963	28.473738192	22		8699	Other health care activities n.e.c.					La Explotacion De Establecimientos Dedicados A La Fisioterapia, Rehabilitacion Y Recuperacion Deportiva, Quiromasaje Y Tratamientos Corporales De Belleza.										2024	28JUL2025	19-01-2004						
B38760344	PROCESA PROYECTOS TENERIFE			32	SL	Sociedad Limitada	Limited Company		CALLE	MIRANDA	5		38340	TACORONTE	SANTA CRUZ DE TENERIFE	649451207		-16.403380100	28.503407100	1	2	4399	Other specialized construction activities n.e.c.	4101	Construction of residential buildings	7111	Architectural technical services	La Compra, Venta, Adquisicion, Enajenacion, Arrendamiento Y Explotacion, Por Cualquier Teituo De Derechos De Cualquier Naturaleza, Valores De Todas Clases, Asi Como Bienes Muebles Y Tambien Inmuebles. 6. La Realizacion Y Desarrollo De Actividades Propias De Una Empresa De Servicios Tecnicos Vinculados A La Ejecucion De Estudios, Proyectos, Informes, Dictamenes, Valoraciones, Analisis, Planos, Direcciones De Obras, Correspondientes A La Actividad De Arquitectura, Urbanismo Y Planificacion Medio.	01	We have confirmed that this firm is active.	29JUL2013							2024	02SEP2025	06-02-2004						
B38772620	AMARILLA CAR HIRE			32	SL	Sociedad Limitada	Limited Company		URB	FAR WAYS	91	AMARILLA GOLF CLUB	38639	SAN MIGUEL DE ABONA	SANTA CRUZ DE TENERIFE	922691503		-16.608754132	28.029326219	22		7711	Rental of automobiles and light motor vehicles					A) El Mantenimiento, Promocion Y Explotacion En Regimen De Arrendamientos, Administracion, Gestion O Cualquier Otro Conoido En Derecho De Toda Clase De Fincas Rusticas Y Urbanas, Edificaciones, Parcelas. Solares, Apartamentos, Locales, Garajes, Aparcamientos, Viviendas Chalets Y Demas Inmuebles.										2024	11AUG2025	28-04-2004						
B38778668	ASESORES GONZAMEN 2004			32	SL	Sociedad Limitada	Limited Company		AVDA	AVENIDA MARQUES DE VILLANUEVA DEL PRADO	11	C	38400	PUERTO DE LA CRUZ	SANTA CRUZ DE TENERIFE	922363040		-16.538200100	28.413569200	1		6920	Accounting, bookkeeping, auditing and tax consultancy activities	8299	Other business support activities n.e.c.			Articulo 2§. La Sociedad Tiene Por Objeto: La Sociedad Tiene Por Objeto La Prestacion De Servicios Profesionales De Asesoria De Empresas Y Particulares, Asesoramiento Y Gestion Fiscal, Asesoramiento Y Gestion Contable, Asesoramiento Y Gestion En Materias Laborales, Asesoramiento Y Gestion En Materi.	02	We have confirmed that this firm is active, but it has not provided us with information.	15NOV2006							2024	22JUL2025	01-07-2004						
B38781035	LLORHERTOR			32	SL	Sociedad Limitada	Limited Company	CAFETERIA PLAZA ROJA	CALLE	JOSE RODRIGUEZ RAMIREZ	6	1º C - PLAZA DE LOS CUR	38005	SANTA CRUZ DE TENERIFE	SANTA CRUZ DE TENERIFE	922176346		-16.256279800	28.462415500	21		5630	Beverage services	5520	Tourist and other short-stay accommodations	5611	Restaurants	Tendra Por Objeto: A) El Desarrollo Y Realizacion De Todas Las Actividades De Tipo Turistico, Tales Como La Construccion Y Explotacion De Hoteles, Tanto Propios Como Ajenos, Al Igual Que Apartamentos, Residencias, Restaurantes, Cafeterias Y Cualquier Otra Actividad Conexa O Relacionada.	01	We have confirmed that this firm is active.	26OCT2012							2022	18MAR2024	25-06-2004						
